Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
20721,Christine Sanford,F,9th,Bailey High School,89,99,7,District,4976,3124928
21751,Timothy Hill,M,9th,Bailey High School,89,99,7,District,4976,3124928
22460,Michael Gordon,M,12th,Bailey High School,89,99,7,District,4976,3124928
18631,Sean Wells,M,9th,Bailey High School,89,97,7,District,4976,3124928
20022,Leonard Cox,M,9th,Bailey High School,89,97,7,District,4976,3124928
20660,Stuart Reed,M,10th,Bailey High School,89,96,7,District,4976,3124928
21897,Christopher Rosales,M,10th,Bailey High School,89,96,7,District,4976,3124928
19716,Drew Perez,M,12th,Bailey High School,89,93,7,District,4976,3124928
21397,David Wilson,M,11th,Bailey High School,89,93,7,District,4976,3124928
22171,Derrick Chen,M,12th,Bailey High School,89,93,7,District,4976,3124928
19224,Aimee Escobar,F,11th,Bailey High School,89,92,7,District,4976,3124928
20510,Calvin Jenkins,M,10th,Bailey High School,89,92,7,District,4976,3124928
20837,Joseph Pope,M,11th,Bailey High School,89,92,7,District,4976,3124928
19029,William Simpson,M,12th,Bailey High School,89,91,7,District,4976,3124928
20564,Ashley Williams,F,9th,Bailey High School,89,91,7,District,4976,3124928
21788,Laura Cummings,F,10th,Bailey High School,89,91,7,District,4976,3124928
21623,Kim Lewis,F,9th,Bailey High School,89,90,7,District,4976,3124928
18056,Desiree Gordon,F,9th,Bailey High School,89,89,7,District,4976,3124928
19251,Carlos Brown,M,9th,Bailey High School,89,89,7,District,4976,3124928
19382,Brandon Delacruz,M,9th,Bailey High School,89,88,7,District,4976,3124928
22663,James Howell,M,9th,Bailey High School,89,88,7,District,4976,3124928
18673,Amanda Underwood,F,10th,Bailey High School,89,87,7,District,4976,3124928
19084,Julie Luna,F,10th,Bailey High School,89,87,7,District,4976,3124928
19123,Douglas Hardy,M,9th,Bailey High School,89,87,7,District,4976,3124928
21258,Sarah Kirk,F,9th,Bailey High School,89,87,7,District,4976,3124928
21933,Rebecca Chapman,F,9th,Bailey High School,89,87,7,District,4976,3124928
19459,Brenda Stewart,F,10th,Bailey High School,89,86,7,District,4976,3124928
20197,Andrew Winters,M,9th,Bailey High School,89,86,7,District,4976,3124928
17876,James Burton,M,11th,Bailey High School,89,85,7,District,4976,3124928
18770,Felicia Matthews,F,9th,Bailey High School,89,85,7,District,4976,3124928
18850,Gary Wells,M,11th,Bailey High School,89,85,7,District,4976,3124928
19294,Brian Walker,M,11th,Bailey High School,89,85,7,District,4976,3124928
22528,James Jones,M,11th,Bailey High School,89,85,7,District,4976,3124928
18641,Jonathan Contreras,M,11th,Bailey High School,89,84,7,District,4976,3124928
21001,Kim Terrell,F,11th,Bailey High School,89,84,7,District,4976,3124928
18964,Stacey Beck,F,11th,Bailey High School,89,83,7,District,4976,3124928
19394,Julie Mitchell,F,12th,Bailey High School,89,83,7,District,4976,3124928
19773,Anthony Cervantes,M,11th,Bailey High School,89,83,7,District,4976,3124928
21166,Joseph Guzman,M,11th,Bailey High School,89,83,7,District,4976,3124928
22658,Lauren Christian,F,12th,Bailey High School,89,83,7,District,4976,3124928
20473,Monica Wilson,F,12th,Bailey High School,89,82,7,District,4976,3124928
22142,Shawn Obrien,M,9th,Bailey High School,89,82,7,District,4976,3124928
19781,Savannah Chavez,F,11th,Bailey High School,89,81,7,District,4976,3124928
20715,Brianna Mendoza,F,10th,Bailey High School,89,81,7,District,4976,3124928
21719,Leah Palmer,F,10th,Bailey High School,89,81,7,District,4976,3124928
18907,Christine Ramirez,F,10th,Bailey High School,89,80,7,District,4976,3124928
18972,Christopher Kelley,M,9th,Bailey High School,89,80,7,District,4976,3124928
19906,Shawn Smith,M,10th,Bailey High School,89,80,7,District,4976,3124928
20278,Matthew Martin,M,12th,Bailey High School,89,80,7,District,4976,3124928
18473,Ryan Graham MD,M,9th,Bailey High School,89,79,7,District,4976,3124928
20035,Erica Johnson,F,11th,Bailey High School,89,79,7,District,4976,3124928
20883,Jordan Peterson,M,9th,Bailey High School,89,79,7,District,4976,3124928
22615,Debbie Turner,F,9th,Bailey High School,89,79,7,District,4976,3124928
19453,Robert Huber,M,12th,Bailey High School,89,78,7,District,4976,3124928
19867,Brian Castillo,M,12th,Bailey High School,89,78,7,District,4976,3124928
21243,Tiffany Perry,F,11th,Bailey High School,89,78,7,District,4976,3124928
21604,Michael Davis,M,12th,Bailey High School,89,78,7,District,4976,3124928
22515,Joshua Cox,M,12th,Bailey High School,89,78,7,District,4976,3124928
19284,Dr. Austin Cole,M,11th,Bailey High School,89,77,7,District,4976,3124928
21187,Kathleen Cole,F,11th,Bailey High School,89,77,7,District,4976,3124928
18499,Timothy Warren,M,11th,Bailey High School,89,76,7,District,4976,3124928
19461,Mark Brown,M,9th,Bailey High School,89,76,7,District,4976,3124928
20262,Christopher Smith,M,10th,Bailey High School,89,76,7,District,4976,3124928
20995,Susan Moore,F,11th,Bailey High School,89,76,7,District,4976,3124928
18057,Jillian George,F,10th,Bailey High School,89,75,7,District,4976,3124928
19640,Benjamin Johnson,M,10th,Bailey High School,89,75,7,District,4976,3124928
22602,Joseph Bradford,M,12th,Bailey High School,89,74,7,District,4976,3124928
20476,Mr. David Morales Jr.,M,12th,Bailey High School,89,73,7,District,4976,3124928
21206,Yvette Harrington,F,11th,Bailey High School,89,73,7,District,4976,3124928
20069,Pamela Manning,F,10th,Bailey High School,89,72,7,District,4976,3124928
22819,Danny Cummings,M,11th,Bailey High School,89,72,7,District,4976,3124928
17990,John Williamson,M,9th,Bailey High School,89,71,7,District,4976,3124928
22054,Derek Allen,M,12th,Bailey High School,89,71,7,District,4976,3124928
19970,Pamela Kim,F,12th,Bailey High School,89,70,7,District,4976,3124928
20275,Shannon Price,M,9th,Bailey High School,89,70,7,District,4976,3124928
18119,Nicholas Ortiz,M,11th,Bailey High School,89,69,7,District,4976,3124928
19725,Vickie Snyder,F,11th,Bailey High School,89,69,7,District,4976,3124928
20548,Jonathan Bauer,M,10th,Bailey High School,89,69,7,District,4976,3124928
20855,Victoria Baker,F,9th,Bailey High School,89,69,7,District,4976,3124928
22643,Jamie Mason,F,9th,Bailey High School,89,69,7,District,4976,3124928
18751,Christopher Petty Jr.,M,10th,Bailey High School,89,68,7,District,4976,3124928
19471,Marcia Casey,F,11th,Bailey High School,89,68,7,District,4976,3124928
19619,Wendy Hill,F,10th,Bailey High School,89,68,7,District,4976,3124928
22793,Amy Schaefer,F,12th,Bailey High School,89,68,7,District,4976,3124928
20075,Rachel Day,F,12th,Bailey High School,89,67,7,District,4976,3124928
20569,Juan Lopez,M,9th,Bailey High School,89,67,7,District,4976,3124928
21914,Morgan Thomas,F,9th,Bailey High School,89,67,7,District,4976,3124928
22596,Katherine Booth,F,12th,Bailey High School,89,67,7,District,4976,3124928
18354,Hannah Cooper,F,12th,Bailey High School,89,66,7,District,4976,3124928
19444,Jenna Garcia,F,12th,Bailey High School,89,66,7,District,4976,3124928
19262,Matthew Grant,M,9th,Bailey High School,89,65,7,District,4976,3124928
22012,Rachel Miller,F,12th,Bailey High School,89,65,7,District,4976,3124928
22813,Jennifer Henderson,F,11th,Bailey High School,89,65,7,District,4976,3124928
18390,Andrea Jones,F,9th,Bailey High School,89,64,7,District,4976,3124928
18820,Margaret Horton,F,9th,Bailey High School,89,64,7,District,4976,3124928
20108,Jeffery Powell,M,9th,Bailey High School,89,64,7,District,4976,3124928
18520,Joshua Odonnell,M,11th,Bailey High School,89,63,7,District,4976,3124928
18572,Laura Harris,F,12th,Bailey High School,89,63,7,District,4976,3124928
19608,Sharon Monroe,F,11th,Bailey High School,89,63,7,District,4976,3124928
18986,Jocelyn Erickson,F,10th,Bailey High School,89,62,7,District,4976,3124928
19428,Charles Aguirre,M,11th,Bailey High School,89,62,7,District,4976,3124928
19875,Charles Kent,M,11th,Bailey High School,89,62,7,District,4976,3124928
20957,Cheryl Taylor,F,10th,Bailey High School,89,62,7,District,4976,3124928
21036,Lori Baker,F,10th,Bailey High School,89,62,7,District,4976,3124928
21094,Julia Christian,F,9th,Bailey High School,89,62,7,District,4976,3124928
20235,Bianca Park,F,11th,Bailey High School,89,61,7,District,4976,3124928
20534,Larry Chandler Jr.,M,9th,Bailey High School,89,61,7,District,4976,3124928
21262,Erica Andrews,F,10th,Bailey High School,89,61,7,District,4976,3124928
19894,Joseph Larson,M,11th,Bailey High School,89,60,7,District,4976,3124928
21333,Leslie Williams,F,10th,Bailey High School,89,60,7,District,4976,3124928
18202,Nathan Jones,M,9th,Bailey High School,89,59,7,District,4976,3124928
19838,Tiffany Smith,F,9th,Bailey High School,89,59,7,District,4976,3124928
20192,Brian Smith,M,11th,Bailey High School,89,59,7,District,4976,3124928
22621,Brittany Boyd,F,11th,Bailey High School,89,58,7,District,4976,3124928
18348,Hunter Fields,M,12th,Bailey High School,89,57,7,District,4976,3124928
19447,Darlene Valencia,F,10th,Bailey High School,89,57,7,District,4976,3124928
20127,Nicole Farmer,F,11th,Bailey High School,89,57,7,District,4976,3124928
21476,Mrs. Kathleen Cook,F,11th,Bailey High School,89,57,7,District,4976,3124928
22161,Sarah Robbins,F,11th,Bailey High School,89,57,7,District,4976,3124928
18248,Christopher Grimes,M,12th,Bailey High School,89,56,7,District,4976,3124928
20845,Marilyn Cole,F,12th,Bailey High School,89,56,7,District,4976,3124928
18525,Samuel Clark,M,10th,Bailey High School,89,55,7,District,4976,3124928
21920,Richard Shelton,M,9th,Bailey High School,89,55,7,District,4976,3124928
18571,Karen Robinson,F,11th,Bailey High School,88,99,7,District,4976,3124928
19318,Jessica Smith,F,11th,Bailey High School,88,99,7,District,4976,3124928
19711,Courtney Sullivan,F,11th,Bailey High School,88,99,7,District,4976,3124928
19744,Kevin Barnett,M,9th,Bailey High School,88,99,7,District,4976,3124928
21533,Lisa Pacheco,F,10th,Bailey High School,88,99,7,District,4976,3124928
22025,Sarah Gonzalez,F,12th,Bailey High School,88,99,7,District,4976,3124928
22274,Larry Baker,M,10th,Bailey High School,88,99,7,District,4976,3124928
19235,John Gordon,M,10th,Bailey High School,88,97,7,District,4976,3124928
20467,Kimberly Jackson,F,9th,Bailey High School,88,96,7,District,4976,3124928
21400,William Hines,M,9th,Bailey High School,88,96,7,District,4976,3124928
19606,Margaret Gomez,F,12th,Bailey High School,88,94,7,District,4976,3124928
21345,Mark Meza,M,11th,Bailey High School,88,94,7,District,4976,3124928
20858,Brandon Mendoza,M,11th,Bailey High School,88,93,7,District,4976,3124928
20102,Jessica Wright,F,9th,Bailey High School,88,92,7,District,4976,3124928
20943,Sophia White,F,10th,Bailey High School,88,92,7,District,4976,3124928
20998,Shelby Lynch,F,12th,Bailey High School,88,92,7,District,4976,3124928
22308,John Jackson,M,10th,Bailey High School,88,92,7,District,4976,3124928
22601,Kimberly Fisher,F,9th,Bailey High School,88,92,7,District,4976,3124928
21640,Shannon Farmer,F,10th,Bailey High School,88,91,7,District,4976,3124928
22053,Christopher Williams,M,11th,Bailey High School,88,91,7,District,4976,3124928
22662,Shawn Brown,M,12th,Bailey High School,88,91,7,District,4976,3124928
17993,Michael Russo,M,10th,Bailey High School,88,90,7,District,4976,3124928
19910,Sarah Berg,F,11th,Bailey High School,88,90,7,District,4976,3124928
20228,Michael Miller,M,10th,Bailey High School,88,90,7,District,4976,3124928
22057,Charles Ritter,M,11th,Bailey High School,88,90,7,District,4976,3124928
18863,Betty Brown,F,12th,Bailey High School,88,89,7,District,4976,3124928
18869,Vanessa Scott,F,10th,Bailey High School,88,89,7,District,4976,3124928
21193,Jennifer Murray,F,9th,Bailey High School,88,89,7,District,4976,3124928
22282,Cristina Hobbs,F,9th,Bailey High School,88,89,7,District,4976,3124928
18041,Philip Long,M,11th,Bailey High School,88,88,7,District,4976,3124928
19205,Diana Kerr,F,10th,Bailey High School,88,88,7,District,4976,3124928
20444,Jose Smith,M,9th,Bailey High School,88,88,7,District,4976,3124928
21792,Kristina Walker,F,12th,Bailey High School,88,88,7,District,4976,3124928
19141,Jeremy Wood,M,9th,Bailey High School,88,87,7,District,4976,3124928
19572,Mr. Eric Anderson,M,12th,Bailey High School,88,87,7,District,4976,3124928
19705,Breanna Mercer,F,9th,Bailey High School,88,87,7,District,4976,3124928
22194,Kristen King,F,9th,Bailey High School,88,87,7,District,4976,3124928
22588,Danielle Park,F,12th,Bailey High School,88,87,7,District,4976,3124928
21762,Christopher Sullivan,M,10th,Bailey High School,88,86,7,District,4976,3124928
22225,David Gutierrez,M,10th,Bailey High School,88,86,7,District,4976,3124928
18903,James Jackson,M,9th,Bailey High School,88,85,7,District,4976,3124928
22264,Derrick Carroll,M,9th,Bailey High School,88,85,7,District,4976,3124928
19437,Debbie Burke,F,11th,Bailey High School,88,84,7,District,4976,3124928
20966,Julia George,F,9th,Bailey High School,88,84,7,District,4976,3124928
22611,Amy Allen,F,10th,Bailey High School,88,84,7,District,4976,3124928
19845,Adam Keller,M,12th,Bailey High School,88,83,7,District,4976,3124928
21140,Janet Johnson,F,11th,Bailey High School,88,83,7,District,4976,3124928
22378,Leslie Holmes,F,11th,Bailey High School,88,83,7,District,4976,3124928
18755,James Rodgers,M,9th,Bailey High School,88,82,7,District,4976,3124928
19776,Sarah Martin,F,11th,Bailey High School,88,82,7,District,4976,3124928
20081,Joshua Ramirez,M,9th,Bailey High School,88,82,7,District,4976,3124928
20841,Emily Ward,F,11th,Bailey High School,88,82,7,District,4976,3124928
19170,Jorge Garcia,M,10th,Bailey High School,88,81,7,District,4976,3124928
20185,Kaitlin Price,F,12th,Bailey High School,88,81,7,District,4976,3124928
20773,Robert Anderson,M,9th,Bailey High School,88,81,7,District,4976,3124928
18963,Timothy Brown,M,10th,Bailey High School,88,80,7,District,4976,3124928
20024,Johnny Johnson,M,11th,Bailey High School,88,80,7,District,4976,3124928
20145,Kara Diaz,F,11th,Bailey High School,88,80,7,District,4976,3124928
22773,Jennifer Howard,F,11th,Bailey High School,88,80,7,District,4976,3124928
18542,Glenda Sanders,F,10th,Bailey High School,88,79,7,District,4976,3124928
19097,Terry Adams DDS,F,12th,Bailey High School,88,79,7,District,4976,3124928
19421,Amanda Davis,F,12th,Bailey High School,88,79,7,District,4976,3124928
20506,Thomas Fritz,M,10th,Bailey High School,88,79,7,District,4976,3124928
21444,Lauren Fitzgerald,F,11th,Bailey High School,88,79,7,District,4976,3124928
22493,Jacqueline Garcia,F,10th,Bailey High School,88,79,7,District,4976,3124928
18759,Jacqueline Ewing,F,9th,Bailey High School,88,78,7,District,4976,3124928
19794,Michelle Ford,F,11th,Bailey High School,88,78,7,District,4976,3124928
18861,Aaron Atkinson,M,9th,Bailey High School,88,77,7,District,4976,3124928
21144,Margaret Bates,F,10th,Bailey High School,88,77,7,District,4976,3124928
18046,Andrea Green,F,9th,Bailey High School,88,76,7,District,4976,3124928
19896,Patricia Sullivan,F,11th,Bailey High School,88,76,7,District,4976,3124928
19993,Zachary Schultz,M,9th,Bailey High School,88,76,7,District,4976,3124928
20239,David Ferguson,M,9th,Bailey High School,88,76,7,District,4976,3124928
22540,Julie Warren,F,12th,Bailey High School,88,76,7,District,4976,3124928
18426,Amber Goodman,F,10th,Bailey High School,88,75,7,District,4976,3124928
19161,Dr. Oscar Lawson MD,M,10th,Bailey High School,88,75,7,District,4976,3124928
20247,Stacey Thompson,F,9th,Bailey High School,88,75,7,District,4976,3124928
20725,Robert Lane,M,11th,Bailey High School,88,75,7,District,4976,3124928
21784,Caitlin Johnson,F,11th,Bailey High School,88,75,7,District,4976,3124928
21830,Edward Gonzalez,M,12th,Bailey High School,88,75,7,District,4976,3124928
18294,Nicholas Reed,M,12th,Bailey High School,88,74,7,District,4976,3124928
18812,Michelle Moore,F,11th,Bailey High School,88,74,7,District,4976,3124928
19612,Austin Lee,M,11th,Bailey High School,88,74,7,District,4976,3124928
19899,Steven Ward,M,11th,Bailey High School,88,74,7,District,4976,3124928
22479,Janet Watts,F,11th,Bailey High School,88,74,7,District,4976,3124928
20941,Tiffany Cook,F,11th,Bailey High School,88,73,7,District,4976,3124928
21906,Brian Fischer,M,11th,Bailey High School,88,73,7,District,4976,3124928
22037,Christian Gibbs,M,12th,Bailey High School,88,73,7,District,4976,3124928
19339,Joann Rodriguez,F,11th,Bailey High School,88,72,7,District,4976,3124928
19916,Susan Gutierrez,F,11th,Bailey High School,88,72,7,District,4976,3124928
18455,Caroline Tran,F,10th,Bailey High School,88,71,7,District,4976,3124928
18688,Barbara Larsen,F,9th,Bailey High School,88,71,7,District,4976,3124928
19056,Jeffrey Smith,M,11th,Bailey High School,88,71,7,District,4976,3124928
21422,Jonathan Smith,M,11th,Bailey High School,88,71,7,District,4976,3124928
21431,Mary Lee,F,12th,Bailey High School,88,71,7,District,4976,3124928
21999,Kimberly Martinez,F,10th,Bailey High School,88,71,7,District,4976,3124928
22291,Elizabeth Bauer,F,11th,Bailey High School,88,71,7,District,4976,3124928
18594,Anthony Jones,M,11th,Bailey High School,88,70,7,District,4976,3124928
20131,Audrey Martin,F,11th,Bailey High School,88,70,7,District,4976,3124928
22385,Elizabeth Frazier,F,9th,Bailey High School,88,70,7,District,4976,3124928
18331,Brian Dunn,M,9th,Bailey High School,88,69,7,District,4976,3124928
19384,Theresa Summers,F,9th,Bailey High School,88,69,7,District,4976,3124928
18555,Peter Williams,M,11th,Bailey High School,88,68,7,District,4976,3124928
19199,Heidi Farrell,F,10th,Bailey High School,88,68,7,District,4976,3124928
21846,James Jordan,M,11th,Bailey High School,88,68,7,District,4976,3124928
18180,Michael Anderson,M,9th,Bailey High School,88,66,7,District,4976,3124928
19609,Kristy Pope,F,9th,Bailey High School,88,66,7,District,4976,3124928
22335,Melinda Barajas,F,11th,Bailey High School,88,66,7,District,4976,3124928
18735,Cathy Ramos,F,9th,Bailey High School,88,65,7,District,4976,3124928
19016,Kevin Browning,M,9th,Bailey High School,88,65,7,District,4976,3124928
19863,Kevin Taylor,M,10th,Bailey High School,88,65,7,District,4976,3124928
20817,David Brown,M,11th,Bailey High School,88,65,7,District,4976,3124928
18341,Kelly Martinez,F,9th,Bailey High School,88,64,7,District,4976,3124928
19950,Michael Walker,M,11th,Bailey High School,88,64,7,District,4976,3124928
20867,Travis Mitchell,M,12th,Bailey High School,88,64,7,District,4976,3124928
18432,Patricia Jones,F,9th,Bailey High School,88,63,7,District,4976,3124928
18596,Karen Greene,F,10th,Bailey High School,88,63,7,District,4976,3124928
19964,Thomas May,M,10th,Bailey High School,88,63,7,District,4976,3124928
20686,Timothy Taylor,M,10th,Bailey High School,88,63,7,District,4976,3124928
21556,Helen Hall,F,12th,Bailey High School,88,63,7,District,4976,3124928
22244,Jose Schmitt,M,9th,Bailey High School,88,63,7,District,4976,3124928
18334,Ryan Peterson,M,11th,Bailey High School,88,62,7,District,4976,3124928
20328,Todd Guzman,M,10th,Bailey High School,88,62,7,District,4976,3124928
22580,Teresa Livingston,F,12th,Bailey High School,88,62,7,District,4976,3124928
18304,Luis Stevens,M,12th,Bailey High School,88,61,7,District,4976,3124928
19098,Julie Parker,F,12th,Bailey High School,88,61,7,District,4976,3124928
19374,Jessica Carney,F,9th,Bailey High School,88,61,7,District,4976,3124928
20033,Devon Hart,M,10th,Bailey High School,88,61,7,District,4976,3124928
20852,Jeffrey Barnes,M,10th,Bailey High School,88,61,7,District,4976,3124928
22170,Anna Allen,F,12th,Bailey High School,88,61,7,District,4976,3124928
21282,Cheryl Mccormick,F,10th,Bailey High School,88,60,7,District,4976,3124928
20925,Brandy West,F,9th,Bailey High School,88,59,7,District,4976,3124928
21369,Tristan Stuart,M,11th,Bailey High School,88,59,7,District,4976,3124928
18233,Natasha Everett,F,9th,Bailey High School,88,58,7,District,4976,3124928
18322,Wendy Williams,F,10th,Bailey High School,88,58,7,District,4976,3124928
20791,Kenneth Watkins,M,9th,Bailey High School,88,58,7,District,4976,3124928
22365,Michael Hill,M,11th,Bailey High School,88,57,7,District,4976,3124928
22775,Jasmin Garcia,F,11th,Bailey High School,88,57,7,District,4976,3124928
18619,Danielle Hansen,F,10th,Bailey High School,88,56,7,District,4976,3124928
19749,Mrs. Amy Cain,F,10th,Bailey High School,88,56,7,District,4976,3124928
19985,Tina Hill,F,9th,Bailey High School,88,56,7,District,4976,3124928
21321,Dawn Adams,F,12th,Bailey High School,88,56,7,District,4976,3124928
18935,Jasmine Campbell,F,9th,Bailey High School,87,99,7,District,4976,3124928
19960,Lori Mitchell DDS,F,9th,Bailey High School,87,99,7,District,4976,3124928
21943,Rachel Kelly,F,9th,Bailey High School,87,98,7,District,4976,3124928
18792,Adam Patton,M,9th,Bailey High School,87,97,7,District,4976,3124928
20993,Mrs. Christina Mitchell DDS,F,9th,Bailey High School,87,97,7,District,4976,3124928
22713,Brandon Vaughn,M,9th,Bailey High School,87,97,7,District,4976,3124928
18403,Shawn Boyd,M,10th,Bailey High School,87,96,7,District,4976,3124928
19032,Tamara Griffith,F,10th,Bailey High School,87,96,7,District,4976,3124928
21382,Melvin Holt,M,10th,Bailey High School,87,96,7,District,4976,3124928
22085,Curtis Moore,M,10th,Bailey High School,87,96,7,District,4976,3124928
18431,Amanda Rogers,F,9th,Bailey High School,87,95,7,District,4976,3124928
21410,John Wilson,M,11th,Bailey High School,87,95,7,District,4976,3124928
22521,Courtney Barton,F,10th,Bailey High School,87,95,7,District,4976,3124928
18177,Michael Walters,M,9th,Bailey High School,87,94,7,District,4976,3124928
18697,Alex Conner,M,9th,Bailey High School,87,94,7,District,4976,3124928
18945,Tina Garcia,F,12th,Bailey High School,87,94,7,District,4976,3124928
18765,Jesse Williams,M,11th,Bailey High School,87,93,7,District,4976,3124928
18867,Daniel Phillips,M,9th,Bailey High School,87,93,7,District,4976,3124928
19136,Tiffany Reed,F,11th,Bailey High School,87,93,7,District,4976,3124928
20032,Peter Miller,M,9th,Bailey High School,87,93,7,District,4976,3124928
21029,Jennifer Edwards,F,12th,Bailey High School,87,93,7,District,4976,3124928
18137,Tyler Gonzalez,M,9th,Bailey High School,87,92,7,District,4976,3124928
18284,Brooke Carter,F,10th,Bailey High School,87,92,7,District,4976,3124928
18901,Frederick Haley,M,10th,Bailey High School,87,92,7,District,4976,3124928
20019,Dr. Christina Flores,F,11th,Bailey High School,87,92,7,District,4976,3124928
21951,Amber Cooper,F,10th,Bailey High School,87,92,7,District,4976,3124928
20804,Shannon Jackson,F,10th,Bailey High School,87,91,7,District,4976,3124928
18317,Emily Powell,F,9th,Bailey High School,87,90,7,District,4976,3124928
20090,Jason Davis,M,10th,Bailey High School,87,90,7,District,4976,3124928
20747,Lauren Jackson,F,10th,Bailey High School,87,89,7,District,4976,3124928
20958,Adrian Gonzalez,M,11th,Bailey High School,87,89,7,District,4976,3124928
21809,Charles Holt,M,9th,Bailey High School,87,89,7,District,4976,3124928
22095,Angela Simpson,F,9th,Bailey High School,87,89,7,District,4976,3124928
22152,Jennifer Johnson,F,9th,Bailey High School,87,89,7,District,4976,3124928
22164,Carlos Smith,M,9th,Bailey High School,87,89,7,District,4976,3124928
19481,Dana Guzman,F,12th,Bailey High School,87,88,7,District,4976,3124928
19501,Raymond Vargas,M,9th,Bailey High School,87,88,7,District,4976,3124928
21390,Suzanne Underwood,F,10th,Bailey High School,87,88,7,District,4976,3124928
21797,Bonnie Valentine,F,12th,Bailey High School,87,88,7,District,4976,3124928
21955,Ashley Walter,F,9th,Bailey High School,87,88,7,District,4976,3124928
19244,Kristen Mitchell,F,9th,Bailey High School,87,87,7,District,4976,3124928
19327,Nicole Thomas,F,12th,Bailey High School,87,87,7,District,4976,3124928
19418,Patrick Burke,M,12th,Bailey High School,87,87,7,District,4976,3124928
19843,Cindy Joyce,F,10th,Bailey High School,87,87,7,District,4976,3124928
21511,David Davis,M,9th,Bailey High School,87,87,7,District,4976,3124928
21526,Sabrina Franco,F,12th,Bailey High School,87,87,7,District,4976,3124928
22006,Rachel Terrell,F,11th,Bailey High School,87,87,7,District,4976,3124928
22340,Michael Curry,M,10th,Bailey High School,87,87,7,District,4976,3124928
22593,Allison Meyers,F,12th,Bailey High School,87,87,7,District,4976,3124928
20929,Thomas Larson,M,9th,Bailey High School,87,86,7,District,4976,3124928
22495,Derek Lopez,M,9th,Bailey High School,87,86,7,District,4976,3124928
22517,Kathleen Love,F,9th,Bailey High School,87,86,7,District,4976,3124928
19252,Miguel Macias,M,9th,Bailey High School,87,85,7,District,4976,3124928
21463,Michele Clark,F,11th,Bailey High School,87,85,7,District,4976,3124928
21973,Lori Williams,F,11th,Bailey High School,87,85,7,District,4976,3124928
22160,David Wright,M,9th,Bailey High School,87,85,7,District,4976,3124928
20432,Kristy Salinas,F,11th,Bailey High School,87,84,7,District,4976,3124928
19319,Christine Hayes,F,10th,Bailey High School,87,83,7,District,4976,3124928
20076,Nathan Arroyo,M,9th,Bailey High School,87,83,7,District,4976,3124928
20503,Amanda Kane,F,9th,Bailey High School,87,83,7,District,4976,3124928
18589,John Johnson,M,11th,Bailey High School,87,82,7,District,4976,3124928
19846,Dawn Hill,F,10th,Bailey High School,87,82,7,District,4976,3124928
19928,Michael Perry,M,12th,Bailey High School,87,82,7,District,4976,3124928
21016,Douglas Hawkins,M,9th,Bailey High School,87,82,7,District,4976,3124928
22157,Edward Allen,M,11th,Bailey High School,87,82,7,District,4976,3124928
22824,Rebecca Harris,F,10th,Bailey High School,87,82,7,District,4976,3124928
22831,Samuel Blair,M,10th,Bailey High School,87,82,7,District,4976,3124928
18260,Lauren Brady,F,12th,Bailey High School,87,81,7,District,4976,3124928
21368,Andrew Richardson,M,12th,Bailey High School,87,81,7,District,4976,3124928
22486,Robert Tyler,M,9th,Bailey High School,87,81,7,District,4976,3124928
18618,Danielle Barnes,F,10th,Bailey High School,87,80,7,District,4976,3124928
20280,Lisa Mccall,F,11th,Bailey High School,87,80,7,District,4976,3124928
22007,Christopher Allison,M,10th,Bailey High School,87,79,7,District,4976,3124928
19323,David Harvey,M,9th,Bailey High School,87,78,7,District,4976,3124928
20186,Andre Simpson,M,10th,Bailey High School,87,78,7,District,4976,3124928
18663,Jessica Bryan,F,12th,Bailey High School,87,77,7,District,4976,3124928
21411,Robert Hines,M,9th,Bailey High School,87,76,7,District,4976,3124928
22530,Gina Sims,F,9th,Bailey High School,87,76,7,District,4976,3124928
18223,Jordan Mclaughlin,M,9th,Bailey High School,87,75,7,District,4976,3124928
19952,April Rodriguez,F,9th,Bailey High School,87,74,7,District,4976,3124928
20415,Toni Roberts,F,10th,Bailey High School,87,74,7,District,4976,3124928
18386,Kelly Harmon,F,9th,Bailey High School,87,73,7,District,4976,3124928
18685,Megan Montgomery,F,10th,Bailey High School,87,73,7,District,4976,3124928
20549,Jeffrey Webster,M,12th,Bailey High School,87,73,7,District,4976,3124928
20751,Kathleen Miles,F,10th,Bailey High School,87,73,7,District,4976,3124928
21164,Stacey Contreras,F,9th,Bailey High School,87,73,7,District,4976,3124928
22820,Steven Fischer,M,12th,Bailey High School,87,73,7,District,4976,3124928
18165,William Adams,M,10th,Bailey High School,87,72,7,District,4976,3124928
20045,Matthew Aguilar,M,9th,Bailey High School,87,72,7,District,4976,3124928
20963,Emily Taylor,F,12th,Bailey High School,87,72,7,District,4976,3124928
21898,Robert Russell,M,12th,Bailey High School,87,72,7,District,4976,3124928
20238,Sophia Massey,F,11th,Bailey High School,87,71,7,District,4976,3124928
21950,Mrs. Brenda Johnson DVM,F,12th,Bailey High School,87,69,7,District,4976,3124928
19522,Anthony Walls,M,11th,Bailey High School,87,68,7,District,4976,3124928
22045,Daniel Hall,M,12th,Bailey High School,87,68,7,District,4976,3124928
22827,Alison Anderson,F,9th,Bailey High School,87,68,7,District,4976,3124928
20307,Anita Zuniga,F,9th,Bailey High School,87,67,7,District,4976,3124928
18298,Brittany Mcmillan,F,11th,Bailey High School,87,66,7,District,4976,3124928
